種類,関数名,サンプル数 (子を含む),サンプル数 (関数のみ),サンプル % (子を含む),サンプル % (関数のみ),ソース ファイル,関数行番号,モジュール名,モジュール パス,関数アドレス,ルート関数名,プロセス名,プロセス ID,
"Root","boost::posix_time::ptime::ptime(enum boost::date_time::special_values)",2,0,0.07,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\date_time\posix_time\ptime.hpp",50,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C1DD0,"boost::posix_time::ptime::ptime(enum boost::date_time::special_values)","mic.exe",4144,
"Caller","boost::detail::get_system_time_sentinel(void)",2,0,0.07,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\thread\thread_time.hpp",31,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C1D90,"boost::posix_time::ptime::ptime(enum boost::date_time::special_values)","mic.exe",4144,
"Callee","boost::date_time::base_time<class boost::posix_time::ptime,class boost::date_time::counted_time_system<struct boost::date_time::counted_time_rep<class boost::posix_time::millisec_posix_time_system_config> > >::base_time<class boost::posix_time::ptime,class boost::date_time::counted_time_system<struct boost::date_time::counted_time_rep<class boost::posix_time::millisec_posix_time_system_config> > >(enum boost::date_time::special_values)",2,0,0.07,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\date_time\time.hpp",66,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C2620,"boost::posix_time::ptime::ptime(enum boost::date_time::special_values)","mic.exe",4144,
"Root","boost::posix_time::time_duration::time_duration(enum boost::date_time::special_values)",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\date_time\posix_time\posix_time_config.hpp",81,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C3770,"boost::posix_time::time_duration::time_duration(enum boost::date_time::special_values)","mic.exe",4144,
"Caller","boost::date_time::counted_time_system<struct boost::date_time::counted_time_rep<class boost::posix_time::millisec_posix_time_system_config> >::get_time_rep(enum boost::date_time::special_values)",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\date_time\time_system_counted.hpp",142,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C2F10,"boost::posix_time::time_duration::time_duration(enum boost::date_time::special_values)","mic.exe",4144,
"Callee","boost::date_time::time_duration<class boost::posix_time::time_duration,class boost::date_time::time_resolution_traits<struct boost::date_time::time_resolution_traits_adapted64_impl,5,1000000,6,int> >::time_duration<class boost::posix_time::time_duration,class boost::date_time::time_resolution_traits<struct boost::date_time::time_resolution_traits_adapted64_impl,5,1000000,6,int> >(enum boost::date_time::special_values)",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\date_time\time_duration.hpp",69,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C3B90,"boost::posix_time::time_duration::time_duration(enum boost::date_time::special_values)","mic.exe",4144,
"Root","boost::shared_lock<class boost::shared_mutex>::lock(void)",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\thread\lock_types.hpp",633,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013CD300,"boost::shared_lock<class boost::shared_mutex>::lock(void)","mic.exe",4144,
"Caller","boost::shared_lock<class boost::shared_mutex>::shared_lock<class boost::shared_mutex>(class boost::shared_mutex &)",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\thread\lock_types.hpp",517,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013CD070,"boost::shared_lock<class boost::shared_mutex>::lock(void)","mic.exe",4144,
"Callee","boost::shared_mutex::lock_shared(void)",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\thread\win32\shared_mutex.hpp",135,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013CD430,"boost::shared_lock<class boost::shared_mutex>::lock(void)","mic.exe",4144,
"Root","boost::shared_lock<class boost::shared_mutex>::shared_lock<class boost::shared_mutex>(class boost::shared_mutex &)",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\thread\lock_types.hpp",517,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013CD070,"boost::shared_lock<class boost::shared_mutex>::shared_lock<class boost::shared_mutex>(class boost::shared_mutex &)","mic.exe",4144,
"Caller","aqua::SoundBuffer<float>::read(float *,int)",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\mic\soundbuffer.hpp",75,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013CCE10,"boost::shared_lock<class boost::shared_mutex>::shared_lock<class boost::shared_mutex>(class boost::shared_mutex &)","mic.exe",4144,
"Callee","boost::shared_lock<class boost::shared_mutex>::lock(void)",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\thread\lock_types.hpp",633,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013CD300,"boost::shared_lock<class boost::shared_mutex>::shared_lock<class boost::shared_mutex>(class boost::shared_mutex &)","mic.exe",4144,
"Root","boost::shared_mutex::interlocked_compare_exchange<struct boost::shared_mutex::state_data>(struct boost::shared_mutex::state_data *,struct boost::shared_mutex::state_data,struct boost::shared_mutex::state_data)",1,1,0.03,0.03,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\thread\win32\shared_mutex.hpp",48,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C6D60,"boost::shared_mutex::interlocked_compare_exchange<struct boost::shared_mutex::state_data>(struct boost::shared_mutex::state_data *,struct boost::shared_mutex::state_data,struct boost::shared_mutex::state_data)","mic.exe",4144,
"Caller","boost::shared_mutex::unlock(void)",1,1,0.03,0.03,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\thread\win32\shared_mutex.hpp",607,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C1250,"boost::shared_mutex::interlocked_compare_exchange<struct boost::shared_mutex::state_data>(struct boost::shared_mutex::state_data *,struct boost::shared_mutex::state_data,struct boost::shared_mutex::state_data)","mic.exe",4144,
"Root","boost::shared_mutex::lock(void)",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\thread\win32\shared_mutex.hpp",381,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C1D10,"boost::shared_mutex::lock(void)","mic.exe",4144,
"Caller","boost::unique_lock<class boost::shared_mutex>::lock(void)",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\thread\lock_types.hpp",333,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C14C0,"boost::shared_mutex::lock(void)","mic.exe",4144,
"Callee","boost::detail::get_system_time_sentinel(void)",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\thread\thread_time.hpp",31,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C1D90,"boost::shared_mutex::lock(void)","mic.exe",4144,
"Root","boost::shared_mutex::lock_shared(void)",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\thread\win32\shared_mutex.hpp",135,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013CD430,"boost::shared_mutex::lock_shared(void)","mic.exe",4144,
"Caller","boost::shared_lock<class boost::shared_mutex>::lock(void)",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\thread\lock_types.hpp",633,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013CD300,"boost::shared_mutex::lock_shared(void)","mic.exe",4144,
"Callee","boost::detail::get_system_time_sentinel(void)",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\thread\thread_time.hpp",31,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C1D90,"boost::shared_mutex::lock_shared(void)","mic.exe",4144,
"Root","boost::shared_mutex::unlock(void)",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\thread\win32\shared_mutex.hpp",607,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C1250,"boost::shared_mutex::unlock(void)","mic.exe",4144,
"Caller","boost::unique_lock<class boost::shared_mutex>::~unique_lock<class boost::shared_mutex>(void)",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\thread\lock_types.hpp",326,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C1200,"boost::shared_mutex::unlock(void)","mic.exe",4144,
"Callee","boost::shared_mutex::interlocked_compare_exchange<struct boost::shared_mutex::state_data>(struct boost::shared_mutex::state_data *,struct boost::shared_mutex::state_data,struct boost::shared_mutex::state_data)",1,1,0.03,0.03,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\thread\win32\shared_mutex.hpp",48,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C6D60,"boost::shared_mutex::unlock(void)","mic.exe",4144,
"Root","boost::unique_lock<class boost::shared_mutex>::~unique_lock<class boost::shared_mutex>(void)",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\thread\lock_types.hpp",326,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C1200,"boost::unique_lock<class boost::shared_mutex>::~unique_lock<class boost::shared_mutex>(void)","mic.exe",4144,
"Caller","aqua::SoundBuffer<float>::write(float *,int)",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\mic\soundbuffer.hpp",53,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C1050,"boost::unique_lock<class boost::shared_mutex>::~unique_lock<class boost::shared_mutex>(void)","mic.exe",4144,
"Callee","boost::shared_mutex::unlock(void)",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\thread\win32\shared_mutex.hpp",607,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C1250,"boost::unique_lock<class boost::shared_mutex>::~unique_lock<class boost::shared_mutex>(void)","mic.exe",4144,
"Root","boost::unique_lock<class boost::shared_mutex>::lock(void)",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\thread\lock_types.hpp",333,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C14C0,"boost::unique_lock<class boost::shared_mutex>::lock(void)","mic.exe",4144,
"Caller","boost::unique_lock<class boost::shared_mutex>::unique_lock<class boost::shared_mutex>(class boost::shared_mutex &)",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\thread\lock_types.hpp",123,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C11A0,"boost::unique_lock<class boost::shared_mutex>::lock(void)","mic.exe",4144,
"Callee","boost::shared_mutex::lock(void)",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\thread\win32\shared_mutex.hpp",381,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C1D10,"boost::unique_lock<class boost::shared_mutex>::lock(void)","mic.exe",4144,
"Root","boost::unique_lock<class boost::shared_mutex>::unique_lock<class boost::shared_mutex>(class boost::shared_mutex &)",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\thread\lock_types.hpp",123,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C11A0,"boost::unique_lock<class boost::shared_mutex>::unique_lock<class boost::shared_mutex>(class boost::shared_mutex &)","mic.exe",4144,
"Caller","aqua::SoundBuffer<float>::write(float *,int)",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\mic\soundbuffer.hpp",53,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C1050,"boost::unique_lock<class boost::shared_mutex>::unique_lock<class boost::shared_mutex>(class boost::shared_mutex &)","mic.exe",4144,
"Callee","boost::unique_lock<class boost::shared_mutex>::lock(void)",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\thread\lock_types.hpp",333,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C14C0,"boost::unique_lock<class boost::shared_mutex>::unique_lock<class boost::shared_mutex>(class boost::shared_mutex &)","mic.exe",4144,
"Root","CDeviceEnumerator::GetDevice(unsigned short const *,struct IMMDevice * *)",1,0,0.03,0.00,"",0,"MMDevAPI.DLL","C:\Windows\system32\MMDevAPI.DLL",0x74F8690A,"CDeviceEnumerator::GetDevice(unsigned short const *,struct IMMDevice * *)","mic.exe",4144,
"Caller","wdmPnPInterfaceFromEndpointWorker(unsigned short const *)",1,0,0.03,0.00,"",0,"WINMM.dll","C:\Windows\system32\WINMM.dll",0x716949AD,"CDeviceEnumerator::GetDevice(unsigned short const *,struct IMMDevice * *)","mic.exe",4144,
"Callee","operator new[](unsigned int)",1,0,0.03,0.00,"",0,"MMDevAPI.DLL","C:\Windows\system32\MMDevAPI.DLL",0x74F81421,"CDeviceEnumerator::GetDevice(unsigned short const *,struct IMMDevice * *)","mic.exe",4144,
"Root","ChoosePixelFormatARB",1,0,0.03,0.00,"c:\users\takana\desktop\sdl-1.2.15\src\video\wincommon\sdl_wingl.c",115,"SDL.dll","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\SDL.dll",0x6D27ECB0,"ChoosePixelFormatARB","mic.exe",4144,
"Caller","_WIN_GL_SetupWindow",1,0,0.03,0.00,"c:\users\takana\desktop\sdl-1.2.15\src\video\wincommon\sdl_wingl.c",173,"SDL.dll","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\SDL.dll",0x6D27DE80,"ChoosePixelFormatARB","mic.exe",4144,
"Callee","_wglCreateContext@4",1,0,0.03,0.00,"",0,"OPENGL32.dll","C:\Windows\system32\OPENGL32.dll",0x6CA0B8E0,"ChoosePixelFormatARB","mic.exe",4144,
"Root","CThemeWnd::ForwardMouseEvent(struct _THEME_MSG *)",1,0,0.03,0.00,"",0,"uxtheme.dll","C:\Windows\system32\uxtheme.dll",0x74C76C8C,"CThemeWnd::ForwardMouseEvent(struct _THEME_MSG *)","mic.exe",4144,
"Caller","OnDwpNcLButtonDown(class CThemeWnd *,struct _THEME_MSG *)",1,0,0.03,0.00,"",0,"uxtheme.dll","C:\Windows\system32\uxtheme.dll",0x74C76E3A,"CThemeWnd::ForwardMouseEvent(struct _THEME_MSG *)","mic.exe",4144,
"Callee","CThemeWnd::GetCustomDrawing(void)const ",1,0,0.03,0.00,"",0,"uxtheme.dll","C:\Windows\system32\uxtheme.dll",0x74C66E25,"CThemeWnd::ForwardMouseEvent(struct _THEME_MSG *)","mic.exe",4144,
"Root","CThemeWnd::GetCustomDrawing(void)const ",1,0,0.03,0.00,"",0,"uxtheme.dll","C:\Windows\system32\uxtheme.dll",0x74C66E25,"CThemeWnd::GetCustomDrawing(void)const ","mic.exe",4144,
"Caller","CThemeWnd::ForwardMouseEvent(struct _THEME_MSG *)",1,0,0.03,0.00,"",0,"uxtheme.dll","C:\Windows\system32\uxtheme.dll",0x74C76C8C,"CThemeWnd::GetCustomDrawing(void)const ","mic.exe",4144,
"Callee","_IsWindowInDestroy@4",1,1,0.03,0.03,"",0,"USER32.dll","C:\Windows\syswow64\USER32.dll",0x77000DA5,"CThemeWnd::GetCustomDrawing(void)const ","mic.exe",4144,
"Root","DIB_ResizeWindow",1,0,0.03,0.00,"c:\users\takana\desktop\sdl-1.2.15\src\video\windib\sdl_dibvideo.c",512,"SDL.dll","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\SDL.dll",0x6D250370,"DIB_ResizeWindow","mic.exe",4144,
"Caller","不明なフレーム",1,0,0.03,0.00,"<不明>",0,"UNKNOWN","UNKNOWN",0xBAADF00D,"DIB_ResizeWindow","mic.exe",4144,
"Callee","_NtUserSetWindowPos@28",1,0,0.03,0.00,"",0,"USER32.dll","C:\Windows\syswow64\USER32.dll",0x76FF8E4E,"DIB_ResizeWindow","mic.exe",4144,
"Root","OnDwpNcLButtonDown(class CThemeWnd *,struct _THEME_MSG *)",1,0,0.03,0.00,"",0,"uxtheme.dll","C:\Windows\system32\uxtheme.dll",0x74C76E3A,"OnDwpNcLButtonDown(class CThemeWnd *,struct _THEME_MSG *)","mic.exe",4144,
"Caller","_ThemeDefWindowProc(struct HWND__ *,unsigned int,unsigned int,long,int)",1,0,0.03,0.00,"",0,"uxtheme.dll","C:\Windows\system32\uxtheme.dll",0x74C60A12,"OnDwpNcLButtonDown(class CThemeWnd *,struct _THEME_MSG *)","mic.exe",4144,
"Callee","CThemeWnd::ForwardMouseEvent(struct _THEME_MSG *)",1,0,0.03,0.00,"",0,"uxtheme.dll","C:\Windows\system32\uxtheme.dll",0x74C76C8C,"OnDwpNcLButtonDown(class CThemeWnd *,struct _THEME_MSG *)","mic.exe",4144,
"Root","operator new[](unsigned int)",1,0,0.03,0.00,"",0,"MMDevAPI.DLL","C:\Windows\system32\MMDevAPI.DLL",0x74F81421,"operator new[](unsigned int)","mic.exe",4144,
"Caller","CDeviceEnumerator::GetDevice(unsigned short const *,struct IMMDevice * *)",1,0,0.03,0.00,"",0,"MMDevAPI.DLL","C:\Windows\system32\MMDevAPI.DLL",0x74F8690A,"operator new[](unsigned int)","mic.exe",4144,
"Callee","_RtlAllocateHeap@12",1,0,0.03,0.00,"",0,"ntdll.dll","C:\Windows\SysWOW64\ntdll.dll",0x77A6E046,"operator new[](unsigned int)","mic.exe",4144,
"Root","waveIDMessage(struct _MMDRV *,unsigned int,unsigned int,unsigned int,unsigned long,unsigned long)",1,0,0.03,0.00,"",0,"WINMM.dll","C:\Windows\system32\WINMM.dll",0x7167919B,"waveIDMessage(struct _MMDRV *,unsigned int,unsigned int,unsigned int,unsigned long,unsigned long)","mic.exe",4144,
"Caller","_waveInMessage@16",1,0,0.03,0.00,"",0,"WINMM.dll","C:\Windows\system32\WINMM.dll",0x71679763,"waveIDMessage(struct _MMDRV *,unsigned int,unsigned int,unsigned int,unsigned long,unsigned long)","mic.exe",4144,
"Callee","_mregHandleInternalMessages@28",1,0,0.03,0.00,"",0,"WINMM.dll","C:\Windows\system32\WINMM.dll",0x71675FA3,"waveIDMessage(struct _MMDRV *,unsigned int,unsigned int,unsigned int,unsigned long,unsigned long)","mic.exe",4144,
"Root","wdmPnPInterfaceFromEndpointWorker(unsigned short const *)",1,0,0.03,0.00,"",0,"WINMM.dll","C:\Windows\system32\WINMM.dll",0x716949AD,"wdmPnPInterfaceFromEndpointWorker(unsigned short const *)","mic.exe",4144,
"Caller","_mregHandleInternalMessages@28",1,0,0.03,0.00,"",0,"WINMM.dll","C:\Windows\system32\WINMM.dll",0x71675FA3,"wdmPnPInterfaceFromEndpointWorker(unsigned short const *)","mic.exe",4144,
"Callee","CDeviceEnumerator::GetDevice(unsigned short const *,struct IMMDevice * *)",1,0,0.03,0.00,"",0,"MMDevAPI.DLL","C:\Windows\system32\MMDevAPI.DLL",0x74F8690A,"wdmPnPInterfaceFromEndpointWorker(unsigned short const *)","mic.exe",4144,
"Root","不明なフレーム",116,0,3.77,0.00,"<不明>",0,"UNKNOWN","UNKNOWN",0xBAADF00D,"不明なフレーム","mic.exe",4144,
"Caller","_mainCRTStartup",116,0,3.77,0.00,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtexe.c",361,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013D0860,"不明なフレーム","mic.exe",4144,
"Callee","[ig7icd32.dll]",25,2,0.81,0.07,"<不明>",0,"ig7icd32.dll","C:\Windows\system32\ig7icd32.dll",0x0F650000,"不明なフレーム","mic.exe",4144,
"Callee","[libfftw3f-3.dll]",84,42,2.73,1.37,"<不明>",0,"libfftw3f-3.dll","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\libfftw3f-3.dll",0x63740000,"不明なフレーム","mic.exe",4144,
"Callee","_GlobalAlloc@8",1,1,0.03,0.03,"",0,"KERNELBASE.dll","C:\Windows\syswow64\KERNELBASE.dll",0x76234DE7,"不明なフレーム","mic.exe",4144,
"Callee","_LoadLibraryExW@12",1,0,0.03,0.00,"",0,"KERNELBASE.dll","C:\Windows\syswow64\KERNELBASE.dll",0x76232AA4,"不明なフレーム","mic.exe",4144,
"Callee","_RtlFreeHeap@12",1,0,0.03,0.00,"",0,"ntdll.dll","C:\Windows\SysWOW64\ntdll.dll",0x77A6DFA5,"不明なフレーム","mic.exe",4144,
"Callee","_SdbpFindNextIndexedWildCardTag@8",1,0,0.03,0.00,"",0,"apphelp.dll","C:\Windows\system32\apphelp.dll",0x73495D2F,"不明なフレーム","mic.exe",4144,
"Callee","_SetupDiGetDeviceInterfaceAlias@16",1,0,0.03,0.00,"",0,"SETUPAPI.dll","C:\Windows\syswow64\SETUPAPI.dll",0x7627ACF4,"不明なフレーム","mic.exe",4144,
"Callee","_VerNtUserCreateWindowEx@52",1,0,0.03,0.00,"",0,"USER32.dll","C:\Windows\syswow64\USER32.dll",0x76FFA75E,"不明なフレーム","mic.exe",4144,
"Callee","DIB_ResizeWindow",1,0,0.03,0.00,"c:\users\takana\desktop\sdl-1.2.15\src\video\windib\sdl_dibvideo.c",512,"SDL.dll","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\SDL.dll",0x6D250370,"不明なフレーム","mic.exe",4144,
